ligand,receptor
IGF2R,DPP4
IGFBP1,IGF1
IGFBP3,IGF1
IGFBP4,FZD8
IGFBP4,IGF2
IGFBP4,LRP6
IGFBP7,MPIG6B
IGFBPL1,DCC
IGFL1,IGFLR1
IGFL1,IGFR1
IGFL2,IGFLR1
IGFL2,IGFR1
IGFL3,IGFLR1
IGFL3,IGFR1
IGHG1_IGLC1,FCGR2B
IGHG1_IGLC1,FCGR3B
IGKV1-16,CNTN2
IGSF1,ACVR1B
IGSF10,CD200R1L
IGSF10,IGSF11
IGSF10,MAG
IGSF10,MILR1
IGSF10,SLAMF9
IGSF11,CLEC2L
IGSF11,EPGN
IGSF11,VSIR
IGSF21,ILDR2
IGSF21,IYD
IGSF21,MUC15
IGSF3,PTGFRN
IHH,BOC
IHH,CDON
IHH,HHIP
IHH,PTCH1
IHH,PTCH2
IHH,SMO
IL10,CD27
IL10,CD70
IL10,IFNLR1
IL10,IL10RA
IL10,IL10RB
IL10,SIRPG
IL10RB,IFNAR1
IL10RB,IFNLR1
IL10RB,IL10RA
IL11,IL11RA
IL11,IL6R
IL11,IL6ST
IL11RA,CD40
IL12A,CD28
IL12A,IL12RB1
IL12A,IL12RB2
IL12A_IL12B,IL12RB1
IL12A_IL12B,IL12RB2
IL12A_IL27,IL12RB2
IL12A_IL27,IL27RA
IL12B,BOC
IL12B,IL12RB1
IL12B,IL12RB2
IL12B,IL23R
IL12B_IL23A,IL12RB1
IL12B_IL23A,IL23R
IL13,I13R2
IL13,IL13
IL13,IL13RA1
IL13,IL13RA2
IL13,IL2RG
IL13,IL4R
IL13,TMEM219
IL15,DLK1
IL15,IL15
IL15,IL15RA
IL15,IL2RA
IL15,IL2RB
IL15,IL2RG
IL15RA,AXL
IL16,CCR5
IL16,CD4
IL16,CD9
IL16,GRIN2A
IL16,GRIN2B
IL16,GRIN2C
IL16,GRIN2D
IL16,KCNA3
IL16,KCND1
IL16,KCND2
IL16,KCNJ10
IL16,KCNJ15
IL16,KCNJ4
IL17A,IL17RA
IL17A,IL17RC
IL17A_IL17F,IL17RA
IL17A_IL17F,IL17RC
IL17AF,IL17RA
IL17AF,IL17RC
IL17B,IL17RA
IL17B,IL17RB
IL17C,IL17RA
IL17C,IL17RE
IL17F,IL17RA
IL17F,IL17RC
IL17RC,IGSF8
IL18,CD48
IL18,IL18
IL18,IL18BP
IL18,IL18R1
IL18,IL18RAP
IL18,IL1RAPL1
IL18,IL1RL2
IL18BP,IL6R
IL18BP,KIR3DL3
IL18BP,LILRA3
IL18BP,MAG
IL18R1,NETO2
IL19,IL20RA
IL19,IL20RB
IL1A,IL1B
IL1A,IL1R1
IL1A,IL1R2
IL1A,IL1RAP
IL1AP,PTPRF
IL1B,ADRB2
IL1B,IL1B
IL1B,IL1R1
IL1B,IL1R2
IL1B,IL1RAP
IL1B,SIGIRR
IL1F10,IL1R1
IL1F10,IL1RAP
IL1F10,IL1RAPL1
IL1F10,IL1RAPL2
IL1F10,IL1RL2
IL1F10,SIGIRR
IL1F5,IL1RAP
IL1F5,IL1RL2
IL1F6,IL1RAP
IL1F6,IL1RL2
IL1F8,IL1RAP
IL1F8,IL1RL2
IL1F9,IL1RAP
IL1F9,IL1RL2
IL1R2,TNFSF13B
IL1RAP,IL1R1
IL1RAPL1,CNTN5
IL1RAPL1,MILR1
IL1RAPL1,PILRB
IL1RAPL1,PTPRD
IL1RAPL1,PTPRF
IL1RAPL1,PTPRS
IL1RAPL1,SIGLEC12
IL1RAPL2,CNTN5
IL1RAPL2,FGFR3
IL1RAPL2,MILR1
IL1RN,IL1B
IL1RN,IL1R1
IL1RN,IL1R2
IL1RN,IL1RAP
IL1RN,IL1RL2
IL1RN,IL2RA
IL1RN,IL2RB
IL1RN,IL2RG
IL2,CD53
IL2,DLK1
IL2,GYPE
IL2,IL2
IL2,IL20RA
IL2,IL20RB
IL2,IL2RA
IL2,IL2RB
IL2,IL2RG
IL2,NGFR
IL20,IL20RA
IL20,IL20RB
IL20,IL22RA1
IL20RA,CD276
IL20RA,CLEC14A
IL20RA,LYPD6
IL20RA,PCDHAC1
IL21,IL21R
IL21,IL2RG
IL21,IL4R
IL22,IL10RA
IL22,IL10RB
IL22,IL20RB
IL22,IL21R
IL22,IL22
IL22,IL22RA1
IL22,IL22RA2
IL23A,GP6
IL23A,IL12RB1
IL23A,IL12RB2
IL23A,IL23R
IL23A,LILRA1
IL23A,LILRB2
IL23A,SIGLEC6
IL23R,IL12RB1
IL23R,JAK2
IL24,IL10RB
IL24,IL20RA
IL24,IL20RB
IL24,IL22RA1
IL24,NOTCH2
IL25,IL17RA
IL25,IL17RB
IL26,IL10RB
IL26,IL20RA
IL26,IL20RB
IL27,IL27RA
IL27,IL6ST
IL2RA,IL9R
IL2RB,NPTN
IL2RG,CADM3
IL3,CSF2RA
IL3,CSF2RB
IL3,IL3RA
IL31,IL31RA
IL31,OSMR
IL32,ITGB3
IL33,IL1RAP
IL33,IL1RL1
IL34,CSF1R
IL34,PTPRZ1
IL36A,IL1RAP
IL36A,IL1RL2
IL36A,IL36RN
IL36B,IL1RAP
IL36B,IL1RL2
IL36B,IL36RN
IL36G,IL1RAP
IL36G,IL1RL2
IL36G,IL36RN
IL36RN,IL1RAP
IL36RN,IL1RL2
IL37,IL18R1
IL37,IL18RAP
IL37,IL1RAPL1
IL37,SIGIRR
IL4,CD53
IL4,DLK1
IL4,IL13
IL4,IL13RA1
IL4,IL13RA2
IL4,IL21R
IL4,IL2RG
IL4,IL4R
IL4R,PCDHGB6
IL4R,SIGLEC8
IL5,CSF2RA
IL5,CSF2RB
IL5,IL5RA
IL6,F3
IL6,FCGR3B
IL6,HRH1
IL6,IL6
IL6,IL6R
IL6,IL6ST
IL6,MUSK
IL6R,BTNL9
IL6R,GP6
IL6R,ILDR1
IL6R,ISLR2
IL6R,LILRA3
IL6R,LILRB1
IL6R,LRTM2
IL6R,MAG
IL6ST,EPOR
IL6ST,ERBB2
IL6ST,ERBB3
IL6ST,VSIG10
IL7,DLK1
IL7,IL2RG
IL7,IL7R
IL7R,TNFRSF11B
IL8,ACKR1
IL8,CXCR1
IL8,CXCR2
IL9,DLK1
IL9,IL2RG
IL9,IL9R
ILDR2,CLEC12B
IMPG2,CADM3
IMPG2,PRLR
INHA,ACVR1
INHA,ACVR1B
INHA,ACVR1C
INHA,ACVR2A
INHA,ACVR2B
INHA,TGFBR3
INHA_INHBA,ACVR2A
INHA_INHBB,ACVR2B
INHABA,ACVR2A
INHABB,ACVR2B
INHB,ACVR1C
INHB,ACVR2B
INHBA,ACVR1
INHBA,ACVR1B
INHBA,ACVR1C
INHBA,ACVR2A
INHBA,ACVR2B
INHBA,BAMBI
INHBA,ENG
INHBA,SMAD3
INHBA,TGFBR3
INHBA_INHBB,ACVR1
INHBA_INHBB,ACVR1B
INHBA_INHBB,ACVR1C
INHBA_INHBB,ACVR2A
INHBA_INHBB,ACVR2B
INHBABB,ACVR1B
INHBABB,ACVR1C
INHBABB,ACVR2A
INHBABB,ACVR2B
INHBB,ACVR1
INHBB,ACVR1B
INHBB,ACVR1C
INHBB,ACVR2A
INHBB,ACVR2B
INHBB,BAMBI
INHBB,CFC1
INHBB,CFC1B
INHBB,SMAD3
INHBC,ACVR1
INHBC,ACVR1B
INHBC,ACVR1C
INHBC,ACVR2A
INHBC,ACVR2B
INHBC,AVR2A
INHBC,AVR2B
INHBE,ACVR1
INHBE,ACVR1B
INHBE,ACVR1C
INHBE,ACVR2A
INHBE,ACVR2B
INHBE,AVR2A
INHBE,AVR2B
INHBE,ENG
INS,IGF1R
INS,INSR
INS,INSSR
INS,LILRB1
INS,LILRB2
INS,LRP2
INSL3,ADCYAP1R1
INSL3,ADRB2
INSL3,ADRB3
INSL3,GPR20
INSL3,GPR84
INSL3,PTH1R
INSL3,RAMP2
INSL3,RAMP3
INSL3,RXFP1
INSL3,RXFP2
INSL3,RXFP3
INSL3,RXFP4
INSL3,TSHR
INSL3,VIPR1
INSL5,ADRA2A
INSL5,GRM7
INSL5,MTNR1A
INSL5,RL3R2
INSL5,RXFP1
INSL5,RXFP2
INSL5,RXFP3
INSL5,RXFP4
INSR,ADRB2
IRAK4,TLR4
IRAK4,TLR6
IRAK4,TLR7
IRS4,MTNR1A
IRS4,MTNR1B
ITGA1,CEACAM6
ITGA2,SDC1
ITGA2B,ENG
ITGA2B,F2R
ITGA2B_ITGB3,ICAM4
ITGA3,CD151
ITGA3,CD63
ITGA4,CD81
ITGA4,CD82
ITGA4,CD9
ITGA4,JAM2
ITGA4_ITGB1,CD14
ITGA4_ITGB1,ICAM4
ITGA4_ITGB1,JAM2
ITGA4_ITGB1,VCAM1
ITGA4_ITGB7,VCAM1
ITGA5,CD9
ITGA5,ENG
ITGA5_ITGB1,L1CAM
ITGA6,CD151
ITGA6,CD36
ITGA6,CD63
ITGA6,CD81
ITGA6,CD82
ITGA6,CD9
ITGA6,ERBB3
ITGA7,CD151
ITGA9_ITGB1,VCAM1
ITGAD_ITGB2,ICAM1
ITGAD_ITGB2,VCAM1
ITGAL,ICAM1
ITGAL_ITGB2,CD226
ITGAL_ITGB2,F11R
ITGAL_ITGB2,ICAM1
ITGAL_ITGB2,ICAM2
ITGAL_ITGB2,ICAM3
ITGAM_ITGB2,ICAM1
ITGAV,THY1
ITGAV_ITGB3,ICAM4
ITGAV_ITGB3,PECAM1
ITGAX_ITGB2,ICAM1
ITGB1,CD151
ITGB1,CD81
ITGB1,CLDN11
ITGB1,EFNA5
ITGB1,ENG
ITGB1,SDC1
ITGB2,CD226
ITGB2,ICAM1
ITGB2,ICAM2
ITGB2,THY1
ITGB3,ADAM12
ITGB3,F2R
ITGB3BP,ITGB3
ITGB3BP,ITGB5
ITGB4,CD151
ITGB4,EGFR
ITGB4,ERBB3
ITIH2,FCER1A
ITM2B,ROR2
IZUMO1,CD9
IZUMO1,IZUMO1R
JAG1,CD46
JAG1,MCP
JAG1,NOTC1
JAG1,NOTC2
JAG1,NOTC3
JAG1,NOTC4
JAG1,NOTCH1
JAG1,NOTCH2
JAG1,NOTCH3
JAG1,NOTCH4
JAG1,VASN
JAG2,NOTC1
JAG2,NOTC2
JAG2,NOTC3
JAG2,NOTC4
JAG2,NOTCH1
JAG2,NOTCH2
JAG2,NOTCH3
JAG2,NOTCH4
JAG2,VASN
JAK1,EGFR
JAK1,IFNAR1
JAK1,IFNAR2
JAK2,EPOR
JAM1,ITGAL
JAM1,ITGB2
JAM2,F11R
JAM2,ITGA3
JAM2,ITGA4
JAM2,ITGAV
JAM2,ITGB1
JAM2,JAM2
JAM2,JAM3
JAM3,F11R
JAM3,ITGAM
JAM3,ITGB1
JAM3,ITGB2
JAM3,JAM2
JAM3,JAM3
JAML,CXADR
KCNA1,CNTN1
KCNA1,CNTNAP1
KCNA1,RTN4
KCNA2,CNTN1
KCNA2,CNTNAP1
KCNA2,RTN4
KCNAB1,ENG
KDR,ADRB2
KDR,CD44
KDR,EFNB2
KDR,ENG
KDR,EPOR
KIAA0319L,ILDR1
KIAA0319L,MPZL3
KIAA0319L,UNC5A
KIR2DL4,MOG
KIR2DL5A,TMEM167A
KIR2DS3,NEGR1
KIR2DS4,GP6
KIR2DS4,LILRB2
KIR2DS4,SIGLEC6
KIR2DS5,IGSF21
KIR3DL1,TREML1
KIR3DL1,VSIG8
KIR3DL2,LILRA1
KIR3DL3,HHLA2
KISS1,KISS1R
KISS1,KISSR
KISS1,MMP24
KIT,EPOR
KIT,IL7R
KITL,KIT
KITLG,EPOR
KITLG,KIT
KITLG,LRRN3
KL,FGFR1
KLK3,EPOR
KLK3,NGFR
KLK3,NTRK1
KLRB1,CLC2D
KMT2E,NCR2
KNG1,ADRA2A
KNG1,BDKRB1
KNG1,BDKRB2
KNG1,BKRB1
KNG1,BKRB2
KNG1,CD93
KNG1,GP1BA
KNG1,GPR135
KNG1,GRM7
KNG1,ITGAM
KNG1,ITGB2
KNG1,MTNR1A
KNG1,PLAUR
KNG1,RL3R2
KNG1,RXFP4
KNG1,SDC2
KREMEN1,LRP6
KREMEN2,LRP6
KRTAP4-12,AQP1
KRTAP4-12,CATSPER1
KRTAP4-12,CLDN2
KRTAP4-12,CNTFR
KRTAP4-12,DLK2
KRTAP4-12,LINGO1
KRTAP4-12,PDGFRB
KRTAP4-12,PLSCR4
L1CAM,CD9
L1CAM,CHL1
L1CAM,CNTN1
L1CAM,EGFR
L1CAM,EPHB2
L1CAM,ERBB2
L1CAM,ERBB3
L1CAM,FGFR1
L1CAM,FGFR2
L1CAM,ITGA4
L1CAM,ITGA5
L1CAM,ITGAV
L1CAM,ITGB1
L1CAM,ITGB3
L1CAM,ITGB7
L1CAM,L1CAM
L1CAM,LVRN
L1CAM,NRP1
L1CAM,PLXNA1
LACRT,SDC1
LAIR1,LIRB4
LAIR2,FGFR4
LAMA1,CD44
LAMA1,DAG1
LAMA1,GPC1
LAMA1,ITGA1
LAMA1,ITGA2
LAMA1,ITGA3
LAMA1,ITGA6
LAMA1,ITGA7
LAMA1,ITGA9
LAMA1,ITGAV
LAMA1,ITGB1
LAMA1,ITGB4
LAMA1,ITGB8
LAMA1,NT5E
LAMA1,RPSA
LAMA1,SDC2
LAMA1,SDC4
LAMA1,SV2A
LAMA1,SV2B
LAMA1,SV2C
LAMA1,TMPRSS6
LAMA2,AGRG6
LAMA2,CD44
LAMA2,DAG1
LAMA2,ITGA1
LAMA2,ITGA2
LAMA2,ITGA3
LAMA2,ITGA6
LAMA2,ITGA7
LAMA2,ITGA9
LAMA2,ITGAV
LAMA2,ITGB1
LAMA2,ITGB4
LAMA2,ITGB8
LAMA2,RPSA
LAMA2,SV2A
LAMA2,SV2B
LAMA2,SV2C
LAMA3,CD44
LAMA3,DAG1
LAMA3,ITGA1
LAMA3,ITGA2
LAMA3,ITGA3
LAMA3,ITGA6
LAMA3,ITGA7
LAMA3,ITGA9
LAMA3,ITGAV
LAMA3,ITGB1
LAMA3,ITGB4
LAMA3,ITGB8
LAMA3,SDC2
LAMA3,SV2A
LAMA3,SV2B
LAMA3,SV2C
LAMA4,CD44
LAMA4,DAG1
LAMA4,ITGA1
LAMA4,ITGA2
LAMA4,ITGA3
LAMA4,ITGA6
LAMA4,ITGA7
LAMA4,ITGA9
LAMA4,ITGAV
LAMA4,ITGB1
LAMA4,ITGB4
LAMA4,ITGB8
LAMA4,SV2A
LAMA4,SV2B
LAMA4,SV2C
LAMA5,BCAM
LAMA5,CD151
LAMA5,CD44
LAMA5,DAG1
LAMA5,ITGA1
LAMA5,ITGA2
LAMA5,ITGA3
LAMA5,ITGA6
LAMA5,ITGA7
LAMA5,ITGA9
LAMA5,ITGAV
LAMA5,ITGB1
LAMA5,ITGB4
LAMA5,ITGB8
LAMA5,SDC1
LAMA5,SV2A
LAMA5,SV2B
LAMA5,SV2C
LAMB1,CD151
LAMB1,CD44
LAMB1,DAG1
LAMB1,ITGA1
LAMB1,ITGA2
LAMB1,ITGA3
LAMB1,ITGA6
LAMB1,ITGA7
LAMB1,ITGA9
LAMB1,ITGAV
LAMB1,ITGB1
LAMB1,ITGB4
LAMB1,ITGB8
LAMB1,SV2A
LAMB1,SV2B
LAMB1,SV2C
LAMB2,CD44
LAMB2,DAG1
LAMB2,ITGA1
LAMB2,ITGA2
LAMB2,ITGA3
LAMB2,ITGA6
LAMB2,ITGA7
LAMB2,ITGA9
LAMB2,ITGAV
LAMB2,ITGB1
LAMB2,ITGB4
LAMB2,ITGB8
LAMB2,RPSA
LAMB2,SV2A
LAMB2,SV2B
LAMB2,SV2C
LAMB3,CD151
LAMB3,CD44
LAMB3,COL17A1
LAMB3,DAG1
LAMB3,ITGA1
LAMB3,ITGA2
LAMB3,ITGA3
LAMB3,ITGA6
LAMB3,ITGA7
LAMB3,ITGA9
LAMB3,ITGAV
LAMB3,ITGB1
LAMB3,ITGB4
LAMB3,ITGB8
LAMB3,SV2A
LAMB3,SV2B
LAMB3,SV2C
LAMC1,CD44
LAMC1,DAG1
LAMC1,ITGA1
LAMC1,ITGA2
LAMC1,ITGA3
LAMC1,ITGA6
LAMC1,ITGA7
LAMC1,ITGA9
LAMC1,ITGAV
LAMC1,ITGB1
LAMC1,ITGB4
LAMC1,ITGB8
LAMC1,SV2A
LAMC1,SV2B
LAMC1,SV2C
LAMC2,CD151
LAMC2,CD44
LAMC2,COL17A1
LAMC2,DAG1
LAMC2,ITGA1
LAMC2,ITGA2
LAMC2,ITGA3
LAMC2,ITGA6
LAMC2,ITGA7
LAMC2,ITGA9
LAMC2,ITGAV
LAMC2,ITGB1
LAMC2,ITGB4
LAMC2,ITGB8
LAMC2,SV2A
LAMC2,SV2B
LAMC2,SV2C
LAMC3,CD44
LAMC3,DAG1
LAMC3,ITGA1
LAMC3,ITGA2
LAMC3,ITGA3
LAMC3,ITGA6
LAMC3,ITGA7
LAMC3,ITGA9
LAMC3,ITGAV
LAMC3,ITGB1
LAMC3,ITGB4
LAMC3,ITGB8
LAMC3,SV2A
LAMC3,SV2B
LAMC3,SV2C
LAYN,LY6G6F
LCK,CD8A
LCK,CD8B
LCK,CD8B1
LCN1,LMBR1L
LCN2,FCGR2A
LCN2,LRP2
LDLR,LILRB5
LDLR,LRP1
LDLR,LRP2
LDLR,LRP3
LDLR,LRP4
LDLR,LRRC4C
LEAP2,GHSR
LEFTY1,ACVR1B
LEFTY1,ACVR2A
LEFTY1,ACVR2B
LEFTY2,ACVR1B
LEFTY2,ACVR2A
LEFTY2,ACVR2B
LEG3,MERTK
LEG9,HAVR2
LEG9,PDIA1
LEP,ISLR2
LEP,LEPR
LEP,LRP2
LEPR,JAK2
LEPR,KIR2DL5A
LEUK,SN
LFA3,CD2
LFNG,NOTCH1
LFNG,NOTCH2
LFTY1,TDGF1
LFTY2,TDGF1
LGALS1,CD69
LGALS1,ITGB1
LGALS1,PTPRC
LGALS3,ANXA2
LGALS3,ENG
LGALS3,LAG3
LGALS3,MCAM
LGALS3,PTPRK
LGALS3BP,CD33
LGALS3BP,ITGB1
LGALS3BP,VANGL1
LGALS8,ITGA3
LGALS9,CD44
LGALS9,CD45
LGALS9,CD47
LGALS9,COLEC12
LGALS9,HAVCR2
LGALS9,LRP1
LGALS9,MET
LGALS9,MRC2
LGALS9,PTPRC
LGALS9,PTPRK
LGALS9,SLC1A5
LGI1,ADAM11
LGI1,ADAM22
LGI1,ADAM23
LGI1,RTN4R
LGI2,ADAM11
LGI2,ADAM22
LGI2,ADAM23
LGI3,ADAM22
LGI3,ADAM23
LGI3,FLOT1
LGI3,STX1A
LGI4,ADAM11
LGI4,ADAM22
LGI4,ADAM23
LHB,ADCYAP1R1
LHB,ADRB2
LHB,ADRB3
LHB,GPR20
LHB,GPR84
LHB,LHCGR
LHB,PTH1R
LHB,RAMP2
LHB,RAMP3
LHB,TSHR
LHB,VIPR1
LIF,IL6ST
LIF,LIFR
LIFR,NEGR1
LILRA1,CD300E
LILRA1,IFNGR1
LILRA1,NETO2
LILRA3,IGSF9B
LILRA3,NETO2
LILRA3,PILRB
LILRA3,TNFRSF10B
LILRA5,IZUMO1
LILRA6,CD300E
LILRA6,LCTL
LILRA6,LY6G6F
LILRB1,CEACAM21
LILRB1,EDAR
LILRB1,ILDR1
LILRB1,LILRA5
LILRB2,CD33
LILRB2,FCAR
LILRB2,IFNGR1
LILRB2,LILRA3
LILRB2,SIGLEC10
LILRB2,SIGLEC14
LILRB2,SIGLEC15
LILRB2,SIGLEC9
LILRB3,LY6G6F
LILRB4,LAIR1
LIN7B,AQP1
LIN7C,ABCA1
LIN7C,HTR2C
LIN7C,KCNJ4
LINGO4,NFASC
LIPC,LRP1
LIPH,LPAR1
LIPH,LPAR2
LIPH,LPAR4
LMAN1,MCFD2
LNX1,CASR
LNX1,IGSF5
LOC101059948,LHCGR
LPA,ITGAM
LPA,ITGB2
LPA,LPAR1
LPA,LPAR2
LPA,LPAR3
LPA,LPAR4
LPA,LRP2
LPA,TREM2
LPAR1,CD97
LPAR2,CD97
LPAR3,CD97
LPL,CD44
LPL,GPIHBP1
LPL,LRP1
LPL,LRP2
LPL,SDC1
LPL,VCAN
LPL,VLDLR
LRC4B,PTPRD
LRC4B,PTPRF
LRC4B,PTPRS
LRC4C,PTPRF
LRFN3,FCRL1
LRFN4,PTPRD
LRFN4,PTPRF
LRFN4,PTPRS
LRFN5,PTPRD
LRFN5,PTPRF
LRFN5,PTPRS
LRIG1,EGFR
LRIG1,MET
LRIG2,EGFR
LRIT1,FCRL1
LRIT1,SIGLEC6
LRIT2,SIGLEC10
LRP1B,PLAUR
LRPAP1,CD320
LRPAP1,LDLR
LRPAP1,LRP1
LRPAP1,LRP2
LRPAP1,LRP8
LRPAP1,LSR
LRPAP1,SIRPA
LRPAP1,SORL1
LRPAP1,SORT1
LRPAP1,VLDLR
LRRC4,NETO2
LRRC4,NTNG2
LRRC4,PARD3
LRRC4,PARD6A
LRRC4,PRKCZ
LRRC4,PRSS55
LRRC4B,PTPRD
LRRC4B,PTPRF
LRRC4B,PTPRS
LRRC4B,UNC5D
LRRC4C,LRRTM4
LRRC4C,NTNG1
LRRC4C,TMEM53
LRRC4C,UNC5A
LRRN1,LRRC4
LRRN1,LRRC4C
LRRN1,UNC5A
LRRN2,TMEM123
LRRT1,NRX1A
LRRT1,NRX2B
LRRT1,NRX3B
LRRT2,NRX1A
LRRT2,NRX2B
LRRT2,NRX3B
LRRT3,NRX1A
LRRT3,NRX2B
LRRT3,NRX3B
LRRT4,NRX1A
LRRT4,NRX2B
LRRT4,NRX3B
LRRT4,PTPRS
LRRTM2,FGFR4
LRRTM2,IGDCC4
LRRTM2,MICA
LRRTM2,OSCAR
LRRTM2,PRTG
LRRTM2,SEMA4G
LRRTM2,TREML2
LRRTM2,UNC5A
LSAMP,NEGR1
LSAMP,OPCML
LSHB,LSHR
LTA,CACHD1
LTA,EDNRA
LTA,LTB
LTA,LTBR
LTA,RIPK1
LTA,TNFRSF14
LTA,TNFRSF1A
LTA,TNFRSF1B
LTA_LTB,LTBR
LTB,CD40
LTB,LTBR
LTB,TNFRSF1A
LTBP1,ITGB5
LTBP1,TGFB1
LTBP3,ITGB5
LTF,AGER
LTF,BOC
LTF,BTN3A2
LTF,BTN3A3
LTF,GP9
LTF,GPR162
LTF,IGDCC4
LTF,IL1RL1
LTF,LRP1
LTF,LRP11
LTF,MICA
LTF,TFRC
LTF,TNFRSF11B
LTF,TREML2
LUM,ITGB1
LVRN,VSIG8
LY6G5C,PGAP6
LY6G6F,LILRA5
LY86,CD180
LY9,LY9
LYAM2,GSLG1
LYN,EPOR
LYPD3,AGR2
LYZ,ITGAL
MADCAM1,CD44
MADCAM1,ITGA4
MADCAM1,ITGB7
MADCAM1,SIGLEC7
MAG,MAG
MAGI1,ESAM
MANSC1,GPR55
MAPK1,FGFR2
MATN1,ACAN
MATN1,COL2A1
MATN1,ITGA1
MATN1,ITGB1
MATN1,PTPRD
MBL2,C1QB
MBL2,CALCR
MBL2,CALR
MBL2,CD93
MBL2,LRP1
MCAM,CD226
MCAM,CNTN1
MCAM,TMEM132A
MCH,MCHR1
MCH,MCHR2
MDK,ALK
MDK,GPC2
MDK,ITGA4
MDK,ITGA6
MDK,ITGB1
MDK,ITGB2
MDK,LRP1
MDK,LRP2
MDK,NCL
MDK,NOTCH2
MDK,PTPRB
MDK,PTPRZ1
MDK,SDC1
MDK,SDC2
MDK,SDC3
MDK,SDC4
MDK,SORL1
MDK,TSPAN1
MEGF10,ABCA1
MELTF,PLG
MELTF,TFRC
MEPE,PHEX
MERTK,IGSF5
MET,CD151
MET,CD44
MET,CD82
MET,CDH1
MET,EGFR
MET,ERBB2
MET,ERBB3
MET,FAS
MET,ICAM1
MET,IGF1R
MET,ITGA2
MET,ITGA3
MET,ITGA5
MET,ITGA6
MET,ITGAX
MET,ITGB1
MET,ITGB4
MET,MST1R
MET,MUC1
MET,MUC20
MET,NRP1
MET,PLXNB1
MET,PLXNB3
MET,RET
MET,TNFRSF10B
MET_PLXNB1,SEMA4D
MET_PLXNB3,SEMA5A
MFAP2,NOTCH1
MFAP3L,CEACAM1
MFAP3L,MPZL2
MFAP5,NOTCH1
MFGE8,ITGAV
MFGE8,ITGB3
MFGE8,ITGB5
MFGE8,PDGFRB
MFNG,NOTCH1
MFNG,NOTCH2
MIA,CDH19
MIA,CDH7
MIA,ITGA4
MIA,ITGA5
MIA,ITGB1
MICA,HCST
MICA,KLRK1
MICB,HCST
MICB,KLRK1
MIF,ACKR3
MIF,CD44
MIF,CD74
MIF,CXCR2
MIF,CXCR4
MIF,EGFR
MIF,TNFRSF10D
MIF,TNFRSF14
MK,ALK
MK,PTPRZ
MLN,MLNR
MMP1,CD44
MMP1,HBEGF
MMP1,ITGA2
MMP12,PLAUR
MMP13,LRP1
MMP14,CD44
MMP14,DDR1
MMP15,DDR1
MMP16,DDR1
MMP2,CCR2
MMP2,DDR1
MMP2,F2R
MMP2,FGFR1
MMP2,ITGAV
MMP2,ITGB3
MMP2,PECAM1
MMP2,SDC2
MMP7,CD151
MMP7,CD44
MMP7,CDH6
MMP7,ERBB4
MMP7,SDC1
MMP9,CD44
MMP9,DDR1
MMP9,EPHB2
MMP9,IFNAR1
MMP9,ITGAM
MMP9,ITGB2
MMP9,LRP1
MMP9,RECK
MMP9,TLR9
MMRN2,CD248
MMRN2,CD93
MMRN2,CLEC14A
MOG,APCDD1
MOG,IL20RA
MOG,LILRA1
MOG,LILRA2
MOG,LILRA6
MOG,LILRB2
MOG,LILRB3
MOG,LILRB5
MOG,LRIG1
MOG,LRRC4C
MOG,LRRTM2
MOG,LRRTM3
MOG,SIGLEC6
MOG,TIE1
MOG,VSTM4
MOTI,MTLR
MPDZ,CLDN1
MPDZ,CLDN4
MPDZ,CLDN5
MPDZ,CLDN8
MPDZ,F11R
MPIG6B,AGER
MPIG6B,BOC
MPIG6B,IL1RL1
MPIG6B,OSCAR
MPIG6B,ROBO1
MPIG6B,TNFRSF21
MPIG6B,UNC5A
MPIG6B,UNC5D
MPZ,IL6R
MPZ,ISLR2
MPZ,KIR2DL5A
MPZ,LILRA5
MPZ,LILRA6
MPZ,LILRB3
MPZ,LILRB5
MPZ,MPZ
MPZ,MPZL1
MPZ,SIGLEC6
MPZL1,MPZL1
MPZL3,MPZL2
MRC1,PTPRC
MS4A1,CD53
MS4A1,CD82
MSMB,GPR55
MSMP,CCR2
MST1,MST1R
MSTN,ACVR1B
MSTN,ACVR2A
MSTN,ACVR2B
MSTN,TGFBR1
MTMR4,SMAD3
MT-RNR2,ADRA2A
MT-RNR2,CNTFR
MT-RNR2,FPR2
MT-RNR2,FPR3
MT-RNR2,GRM7
MT-RNR2,IL27RA
MT-RNR2,MTNR1A
MUC2,AGR2
MUC7,SELL
MUSK,DLL1
MUSK,PTPRO
MXRA5,AGER
MXRA5,AXL
MXRA5,CD200
MXRA5,CD69
MXRA5,ILDR1
MXRA5,MAG
MXRA5,MFAP3L
MXRA5,MPIG6B
MXRA5,PILRA
MXRA5,PILRB
MXRA5,SCN2B
MXRA5,SIGLEC1
MXRA5,SIGLEC7
MXRA5,SIGLEC8
MXRA8,JAM3
MYL9,CD69
MYO1D,EGFR
MYOC,FZD1
MYOC,FZD10
MYOC,FZD3
MYOC,FZD4
MYOC,FZD7
NAALADL1,CD96
NAMPT,ADORA2A
NAMPT,IL13RA2
NAMPT,INSR
NAMPT,ITGA5
NAMPT,ITGB1
NAMPT,NTRK1
NAMPT,P2RY6
NCAM1,AGRIN
NCAM1,CACNA1C
NCAM1,CLEC14A
NCAM1,CLEC2L
NCAM1,CNTN1
NCAM1,FGFR1
NCAM1,FGFR2
NCAM1,GFRA1
NCAM1,ISLR2
NCAM1,L1CAM
NCAM1,NCAM1
NCAM1,NCAM2
