lncRNA,target
LIPE-AS1,SFPQ
LIPE-AS1,SMARCA4
LMCD1-AS1,AGO2
LMCD1-AS1,AGO3
LMCD1-AS1,AGO4
LMCD1-AS1,DDX3X
LMCD1-AS1,LARP4B
LMCD1-AS1,MBNL2
LMCD1-AS1,SPPL3
LMCD1-AS1,EWSR1
LMCD1-AS1,HDAC9
LMCD1-AS1,RBFOX2
LMCD1-AS1,RBMX
LMCD1-AS1,SFPQ
LMCD1-AS1,SMARCA4
LRP4-AS1,FTO
LRP4-AS1,SPPL3
LRP4-AS1,HDAC9
LRP4-AS1,RBMX
LRP4-AS1,SFPQ
LRP4-AS1,SMARCA4
LSAMP-AS1,SPPL3
LY86-AS1,AGO2
LY86-AS1,AGO3
LY86-AS1,AGO4
LY86-AS1,DDX3X
LY86-AS1,MBNL2
LY86-AS1,SPPL3
LY86-AS1,EWSR1
LY86-AS1,RBMX
LY86-AS1,SFPQ
MAGI2-AS3,LRIG1
MAGI2-AS3,RECK
MAGI2-AS3,ELAVL1
MAGI2-AS3,MBNL2
MAGI2-AS3,QKI
MAGI2-AS3,RC3H1
MAGI2-AS3,SPPL3
MAGI2-AS3,SMG1
MAGI2-AS3,ZEB1
MAGI2-AS3,PTEN
MAGI2-AS3,SFPQ
MALAT1,FHL1
MALAT1,ROBO1
MALAT1,TOX
MALAT1,GPC6
MALAT1,GOLM1
MALAT1,FBXW7
MALAT1,PTBP2
MALAT1,HMGB1
MALAT1,ELAVL1
MALAT1,BCL2
MALAT1,CAPNS1
MALAT1,RAP1B
MALAT1,ATG7
MALAT1,GSK3B
MALAT1,AKAP12
MALAT1,STMN1
MALAT1,RAB5A
MALAT1,GRB2
MALAT1,ITGB1
MALAT1,PCDH10
MALAT1,AKAP9
MALAT1,TJP1
MALAT1,MAP2K1
MALAT1,LTBP3
MALAT1,PTK2
MALAT1,IQGAP1
MALAT1,KRAS
MALAT1,EGFL7
MALAT1,ADGRL2
MALAT1,PRKCE
MALAT1,CCT4
MALAT1,PTBP3
MALAT1,CDH2
MALAT1,IGF1R
MALAT1,LATS1
MALAT1,RHOA
MALAT1,ROCK1
MALAT1,ROCK2
MALAT1,CDK6
MALAT1,SLAIN2
MALAT1,EIF4E
MALAT1,AQP4
MALAT1,CORO1C
MALAT1,RAC1
MALAT1,ABCA3
MALAT1,ATG5
MALAT1,ZBTB4
MALAT1,CNR1
MALAT1,ABCB1
MALAT1,BMPR2
MALAT1,MAT2A
MALAT1,MSL2
MALAT1,CCND2
MALAT1,PPM1E
MALAT1,MAP3K3
MALAT1,AGO3
MALAT1,AGO4
MALAT1,AQR
MALAT1,BCL2L1
MALAT1,BMPER
MALAT1,CPM
MALAT1,LPAR1
MALAT1,MAP2K2
MALAT1,MBNL1
MALAT1,MBNL2
MALAT1,PRPF6
MALAT1,QKI
MALAT1,RC3H1
MALAT1,RNMT
MALAT1,SNCA
MALAT1,SPPL3
MALAT1,SRSF7
MALAT1,ATF4
MALAT1,SMAD1
MALAT1,SMAD3
MALAT1,MDM2
MALAT1,MEF2A
MALAT1,MAPK8
MALAT1,FOXP2
MALAT1,STAT3
MALAT1,NFKB1
MALAT1,NFE2L1
MALAT1,EGFR
MALAT1,ZEB1
MALAT1,MTOR
MALAT1,CTNNB1
MALAT1,ZEB2
MALAT1,SUZ12
MALAT1,PIK3R1
MALAT1,KDM5B
MALAT1,MAPK14
MALAT1,MAPK1
MALAT1,TEAD1
MALAT1,PIK3CA
MALAT1,SATB2
MALAT1,RBFOX2
MALAT1,NR3C2
MALAT1,CREB1
MALAT1,HIF3A
MALAT1,BRWD1
MALAT1,SFPQ
MALAT1,TCF7L2
MALAT1,AKT3
MALAT1,AGO2
MALAT1,HDAC9
MALAT1,MAPK10
MALAT1,MAPK9
MALAT1,RBMX
MALAT1,RNPS1
MALAT1,SMARCA4
MALAT1,SRPK1
MALAT1,SRRM1
MALAT1,SRSF2
MALAT1,SRSF3
MALAT1,SRSF5
MALAT1,YTHDC1
MAMDC2-AS1,SPPL3
MAMDC2-AS1,EWSR1
MAMDC2-AS1,SFPQ
MAMDC2-AS1,SSB
MAPKAPK5-AS1,YWHAH
MAPKAPK5-AS1,LARP4B
MAPKAPK5-AS1,AGO2
MAPKAPK5-AS1,SFPQ
MAPT-AS1,AGO2
MAPT-AS1,AGO3
MAPT-AS1,AGO4
MAPT-AS1,HDAC9
MAPT-AS1,SFPQ
MAPT-AS1,SMARCA4
MCM3AP-AS1,HMGB1
MCM3AP-AS1,SPARC
MCM3AP-AS1,ACIN1
MCM3AP-AS1,FTO
MCM3AP-AS1,LARP4B
MCM3AP-AS1,MBNL2
MCM3AP-AS1,QKI
MCM3AP-AS1,SPPL3
MCM3AP-AS1,FOXK1
MCM3AP-AS1,EWSR1
MCM3AP-AS1,RBFOX2
MCM3AP-AS1,RBMX
MCM3AP-AS1,SFPQ
MCM3AP-AS1,YTHDC1
MEF2C-AS1,CELF4
MEF2C-AS1,DDX3X
MEF2C-AS1,ELAVL3
MEF2C-AS1,FTO
MEF2C-AS1,MBNL2
MEF2C-AS1,SPPL3
MEF2C-AS1,ELAVL2
MEF2C-AS1,EWSR1
MEF2C-AS1,HDAC9
MEF2C-AS1,RBMX
MEF2C-AS1,SFPQ
MEF2C-AS1,SMARCA4
MEF2C-AS1,SSB
MEG3,TPM1
MEG3,CDH2
MEG3,JAK2
MEG3,SRGAP1
MEG3,BCL2
MEG3,HSPA5
MEG3,ABCB1
MEG3,RAC1
MEG3,PHLPP1
MEG3,TRAF3
MEG3,LRP6
MEG3,AP1G1
MEG3,GARS1
MEG3,IGF1R
MEG3,FGFR2
MEG3,HMGB1
MEG3,AKAP12
MEG3,BCL2L1
MEG3,LRRK2
MEG3,SOCS5
MEG3,PHLPP2
MEG3,ERP29
MEG3,MTSS1
MEG3,AGO2
MEG3,AGO3
MEG3,AGO4
MEG3,CELF4
MEG3,ELAVL3
MEG3,MBNL2
MEG3,QKI
MEG3,RNMT
MEG3,SPPL3
MEG3,UBE2B
MEG3,NFKB1
MEG3,FOXO1
MEG3,MDM2
MEG3,PTEN
MEG3,NFE2L2
MEG3,ZEB1
MEG3,E2F3
MEG3,ILF3
MEG3,CTNNB1
MEG3,JUN
MEG3,RB1
MEG3,JARID2
MEG3,EGR1
MEG3,HDAC9
MEG3,PIK3CA
MEG3,STAT3
MEG3,AFF1
MEG3,EGFR
MEG3,ELAVL2
MEG3,EWSR1
MEG3,MTOR
MEG3,PIK3CB
MEG3,RBFOX2
MEG3,RBMX
MEG3,SFPQ
MEG3,SMARCA4
MEG8,AGO2
MEG8,AGO3
MEG8,AGO4
MEG8,CELF4
MEG8,ELAVL3
MEG8,MBNL2
MEG8,SPPL3
MEG8,ELAVL2
MEG8,HDAC9
MEG8,SFPQ
MEG8,SMARCA4
MELTF-AS1,TCF4
MIAT,CDH2
MIAT,CD47
MIAT,STIM1
MIAT,JAK2
MIAT,LASP1
MIAT,HDAC4
MIAT,ZEB1
MIAT,STAT3
MIAT,PPARGC1A
MIAT,CELF3
MIAT,KMT2A
MIAT,NFE2L2
MSC-AS1,CDK6
MSC-AS1,CDK14
MSC-AS1,JAK2
MSC-AS1,DDX5
MYCBP2-AS1,ACIN1
MYCBP2-AS1,MBNL2
MYCBP2-AS1,QKI
MYCBP2-AS1,SPPL3
MYCBP2-AS1,EWSR1
MYCBP2-AS1,HDAC9
MYCBP2-AS1,SFPQ
MYCBP2-AS1,SMARCA4
MYLK-AS1,MBNL2
MYLK-AS1,QKI
MYLK-AS1,SPPL3
MYLK-AS1,EWSR1
MYLK-AS1,RBFOX2
MYLK-AS1,RBMX
MYLK-AS1,SFPQ
MYLK-AS1,SMARCA4
NBAT1,GSK3B
NBAT1,PTEN
NBR2,ELAVL1
NBR2,PRKAA2
NEAT1,CDK14
NEAT1,BCL2
NEAT1,MAPK6
NEAT1,CDK5R1
NEAT1,ROCK1
NEAT1,SPP1
NEAT1,CDH2
NEAT1,CDK6
NEAT1,HMGB1
NEAT1,ABCA3
NEAT1,CCT6A
NEAT1,PRKG1
NEAT1,ACSL4
NEAT1,SLC7A11
NEAT1,GPX4
NEAT1,AGPS
NEAT1,CYTH3
NEAT1,FRS2
NEAT1,KRAS
NEAT1,SPAG9
NEAT1,PGK1
NEAT1,PGAM1
NEAT1,ADARB2
NEAT1,DDX3X
NEAT1,ELAVL1
NEAT1,FTO
NEAT1,LARP4B
NEAT1,MBNL1
NEAT1,MBNL2
NEAT1,PSPC1
NEAT1,QKI
NEAT1,RC3H1
NEAT1,RNMT
NEAT1,SPPL3
NEAT1,ZEB1
NEAT1,STAT3
NEAT1,DDX5
NEAT1,CTNNB1
NEAT1,CTBP2
NEAT1,E2F3
NEAT1,SOX5
NEAT1,CLOCK
NEAT1,YY1
NEAT1,FOXP1
NEAT1,MAPK1
NEAT1,MDM2
NEAT1,BACH1
NEAT1,PTEN
NEAT1,PRKDC
NEAT1,PIK3R1
NEAT1,MEF2D
NEAT1,ENO1
NEAT1,EWSR1
NEAT1,FUS
NEAT1,HDAC9
NEAT1,RBFOX2
NEAT1,RBMX
NEAT1,SFPQ
NEAT1,SMARCA2
NEAT1,SMARCA4
NEAT1,SRSF2
NEAT1,SRSF5
NEAT1,YTHDC1
NNT-AS1,CDK6
NNT-AS1,IGF1R
NNT-AS1,KRAS
NNT-AS1,CTNNB1
NNT-AS1,MAPK1
NORAD,PUM2
NORAD,PEAK1
NORAD,RHOA
NORAD,NAMPT
NORAD,ROCK1
NORAD,ABCB1
NORAD,UBE3A
NORAD,CAPN7
NORAD,MTDH
NORAD,ZEB2
NORAD,PTEN
NORAD,E2F3
NORAD,CTNNB1
NORAD,ZEB1
NORAD,PBX3
NORAD,STAT3
NPSR1-AS1,AGO2
NPSR1-AS1,AGO3
NPSR1-AS1,AGO4
NPSR1-AS1,DDX3X
NPSR1-AS1,ELAVL1
NPSR1-AS1,MBNL2
NPSR1-AS1,EWSR1
NPSR1-AS1,HDAC9
NPSR1-AS1,RBMX
NPSR1-AS1,SFPQ
NPSR1-AS1,SMARCA4
NPSR1-AS1,SRSF2
NPSR1-AS1,SSB
NR2F1-AS1,MAP3K2
NR2F1-AS1,ACIN1
NR2F1-AS1,CELF4
NR2F1-AS1,ELAVL1
NR2F1-AS1,ELAVL3
NR2F1-AS1,FTO
NR2F1-AS1,MBNL2
NR2F1-AS1,QKI
NR2F1-AS1,SPPL3
NR2F1-AS1,NR2F1
NR2F1-AS1,ELAVL2
NR2F1-AS1,EWSR1
NR2F1-AS1,HDAC9
NR2F1-AS1,RBM39
NR2F1-AS1,RBMX
NR2F1-AS1,SFPQ
NR2F1-AS1,SMARCA4
NR2F2-AS1,RAC1
NR2F2-AS1,FTO
NR2F2-AS1,MBNL2
NR2F2-AS1,QKI
NR2F2-AS1,RNMT
NR2F2-AS1,SPPL3
NR2F2-AS1,RBMX
NR2F2-AS1,SFPQ
NR2F2-AS1,SSB
NUTM2A-AS1,FTO
NUTM2A-AS1,LARP4B
NUTM2A-AS1,MBNL2
NUTM2A-AS1,QKI
NUTM2A-AS1,SPPL3
NUTM2A-AS1,EWSR1
NUTM2A-AS1,HDAC9
NUTM2A-AS1,RBFOX2
NUTM2A-AS1,RBMX
NUTM2A-AS1,SFPQ
NUTM2A-AS1,YTHDC1
OIP5-AS1,CDK14
OIP5-AS1,BCL2
OIP5-AS1,DYRK1A
OIP5-AS1,ELAVL1
OIP5-AS1,GLS
OIP5-AS1,PLK2
OIP5-AS1,HMGB1
OIP5-AS1,SLC7A11
OIP5-AS1,MTDH
OIP5-AS1,XIAP
OIP5-AS1,ATG5
OIP5-AS1,VOPP1
OIP5-AS1,ROCK1
OIP5-AS1,NRP1
OIP5-AS1,AGO2
OIP5-AS1,AGO3
OIP5-AS1,AGO4
OIP5-AS1,FTO
OIP5-AS1,LARP4B
OIP5-AS1,MBNL2
OIP5-AS1,QKI
OIP5-AS1,RC3H1
OIP5-AS1,SPPL3
OIP5-AS1,ZEB1
OIP5-AS1,SMAD3
OIP5-AS1,RBFOX2
OIP5-AS1,SFPQ
OIP5-AS1,YTHDC1
OTX2-AS1,AGO2
OTX2-AS1,AGO3
OTX2-AS1,AGO4
OTX2-AS1,CELF4
OTX2-AS1,ELAVL3
OTX2-AS1,MBNL2
OTX2-AS1,QKI
OTX2-AS1,SPPL3
OTX2-AS1,ELAVL2
OTX2-AS1,EWSR1
OTX2-AS1,RBMX
OTX2-AS1,SFPQ
OTX2-AS1,SMARCA4
OTX2-AS1,SRSF2
OTX2-AS1,SSB
PANTR1,ROCK1
PANTR1,RB1
PART1,BCL2
PART1,JAK1
PART1,CELF4
PART1,ELAVL3
PART1,MBNL2
PART1,DNMT3A
PART1,SMAD3
PART1,CTNNB1
PART1,ELAVL2
PART1,RBMX
PART1,SFPQ
PAXBP1-AS1,ACIN1
PAXBP1-AS1,AGO2
PAXBP1-AS1,AGO3
PAXBP1-AS1,AGO4
PAXBP1-AS1,DDX3X
PAXBP1-AS1,FTO
PAXBP1-AS1,LARP4B
PAXBP1-AS1,RC3H1
PAXBP1-AS1,SPPL3
PAXBP1-AS1,EWSR1
PAXBP1-AS1,RBFOX2
PCBP1-AS1,CELF4
PCBP1-AS1,ELAVL3
PCBP1-AS1,FTO
PCBP1-AS1,LARP4B
PCBP1-AS1,MBNL1
PCBP1-AS1,MBNL2
PCBP1-AS1,QKI
PCBP1-AS1,SPPL3
PCBP1-AS1,ELAVL2
PCBP1-AS1,EWSR1
PCBP1-AS1,HDAC9
PCBP1-AS1,RBFOX2
PCBP1-AS1,RBMX
PCBP1-AS1,SFPQ
PCBP1-AS1,SMARCA4
PCBP1-AS1,SRSF2
PCBP1-AS1,YTHDC1
PCDH9-AS1,MBNL2
PCDH9-AS2,MBNL2
PCDH9-AS2,QKI
PCDH9-AS2,RBMX
PCDH9-AS2,SFPQ
PPP1R26-AS1,ELAVL1
PPP1R26-AS1,FTO
PPP1R26-AS1,HDAC9
PPP1R26-AS1,RBFOX2
PPP1R26-AS1,SMARCA4
PRDM16-DT,PIK3CA
PRKAG2-AS1,LARP4B
PROX1-AS1,DDX3X
PROX1-AS1,FTO
PROX1-AS1,MBNL2
PROX1-AS1,RBMX
PROX1-AS1,SFPQ
PROX1-AS1,SSB
PSMD6-AS2,LARP4B
PSMD6-AS2,MBNL2
PSMD6-AS2,QKI
PSMD6-AS2,SPPL3
PSMD6-AS2,EWSR1
PSMD6-AS2,RBMX
PSMD6-AS2,YTHDC1
PTPRG-AS1,AGO2
PTPRG-AS1,AGO3
PTPRG-AS1,AGO4
PTPRG-AS1,CELF4
PTPRG-AS1,ELAVL1
PTPRG-AS1,ELAVL3
PTPRG-AS1,FTO
PTPRG-AS1,LARP4B
PTPRG-AS1,MBNL2
PTPRG-AS1,QKI
PTPRG-AS1,RC3H1
PTPRG-AS1,SPPL3
PTPRG-AS1,HDAC4
PTPRG-AS1,ELAVL2
PTPRG-AS1,RBMX
PTPRG-AS1,SFPQ
PVT1,BCL2
PVT1,FASN
PVT1,IGF1R
PVT1,FGFR1
PVT1,ABCB1
PVT1,ATG7
PVT1,LASP1
PVT1,TRAF3
PVT1,TFRC
PVT1,HMGB1
PVT1,GRB2
PVT1,DROSHA
PVT1,ITGB8
PVT1,FSCN1
PVT1,BNIP3
PVT1,AGO3
PVT1,AGO4
PVT1,LARP4B
PVT1,MBNL1
PVT1,QKI
PVT1,SPPL3
PVT1,SMAD2
PVT1,SMAD3
PVT1,MTOR
PVT1,STAT3
PVT1,FOXO3
PVT1,MDM2
PVT1,NFKB1
PVT1,AGO2
PVT1,EWSR1
PVT1,HDAC9
PVT1,MAPK14
PVT1,RBFOX2
PVT1,RBMX
PVT1,SSB
PXN-AS1,PIP4K2B
PXN-AS1,ACIN1
PXN-AS1,ELAVL1
PXN-AS1,LARP4B
PXN-AS1,MBNL1
PXN-AS1,MBNL2
PXN-AS1,SPPL3
PXN-AS1,RBFOX2
PXN-AS1,SFPQ
PXN-AS1,YTHDC1
RAD51-AS1,NDRG2
RAD51-AS1,SPPL3
RAD51-AS1,EWSR1
RAD51-AS1,SFPQ
RAPGEF4-AS1,QKI
RAPGEF4-AS1,SFPQ
RASSF8-AS1,AGO2
RASSF8-AS1,AGO3
RASSF8-AS1,AGO4
RASSF8-AS1,LARP4B
RASSF8-AS1,MBNL2
RASSF8-AS1,SFPQ
RBMS3-AS3,QKI
RBMS3-AS3,SPPL3
RBMS3-AS3,SMARCA4
RMST,CELF4
RMST,ELAVL3
RMST,ELAVL2
RMST,RBFOX2
RMST,SFPQ
RPL34-DT,RPL34
RPL34-DT,RGS4
SAMD12-AS1,NPM1
SAP30L-AS1,AGO2
SAP30L-AS1,AGO3
SAP30L-AS1,AGO4
SAP30L-AS1,CELF4
SAP30L-AS1,DDX3X
SAP30L-AS1,ELAVL1
SAP30L-AS1,ELAVL3
SAP30L-AS1,FTO
SAP30L-AS1,MBNL1
SAP30L-AS1,MBNL2
SAP30L-AS1,RC3H1
SAP30L-AS1,SPPL3
SAP30L-AS1,ELAVL2
SAP30L-AS1,EWSR1
SAP30L-AS1,HDAC9
SAP30L-AS1,RBFOX2
SAP30L-AS1,SFPQ
SAP30L-AS1,SMARCA4
SATB2-AS1,AGO2
SATB2-AS1,AGO3
SATB2-AS1,AGO4
SATB2-AS1,DDX3X
SATB2-AS1,FTO
SATB2-AS1,SPPL3
SATB2-AS1,SATB2
SATB2-AS1,SFPQ
SBF2-AS1,CDK14
SBF2-AS1,GRB2
SBF2-AS1,AGO2
SBF2-AS1,AGO3
SBF2-AS1,AGO4
SBF2-AS1,QKI
SBF2-AS1,SPPL3
SBF2-AS1,SUZ12
SBF2-AS1,EWSR1
SBF2-AS1,HDAC9
SBF2-AS1,SFPQ
SBF2-AS1,SMARCA4
SBF2-AS1,YTHDC1
SCHLAP1,ACTN4
SCHLAP1,MAPK1
SDCBP2-AS1,EPDR1
SDCBP2-AS1,AGO2
SDCBP2-AS1,AGO3
SDCBP2-AS1,AGO4
SDCBP2-AS1,CELF4
SDCBP2-AS1,DDX3X
SDCBP2-AS1,ELAVL3
SDCBP2-AS1,FTO
SDCBP2-AS1,LARP4B
SDCBP2-AS1,MBNL1
SDCBP2-AS1,MBNL2
SDCBP2-AS1,QKI
SDCBP2-AS1,RC3H1
SDCBP2-AS1,SPPL3
SDCBP2-AS1,ELAVL2
SDCBP2-AS1,EWSR1
SDCBP2-AS1,HDAC9
SDCBP2-AS1,RBMX
SDCBP2-AS1,SFPQ
SDCBP2-AS1,SMARCA4
SEC24B-AS1,AGO2
SEC24B-AS1,AGO3
SEC24B-AS1,AGO4
SEC24B-AS1,SPPL3
SEC24B-AS1,RBMX
SEC24B-AS1,SFPQ
SEC24B-AS1,SMARCA4
SLC26A4-AS1,MBNL2
SLC26A4-AS1,SPPL3
SLC26A4-AS1,DDX5
SLC26A4-AS1,SFPQ
SLC6A1-AS1,CELF4
SLC6A1-AS1,ELAVL3
SLC6A1-AS1,ELAVL2
SLC6A1-AS1,SFPQ
SLC8A1-AS1,SLC8A1
SLC8A1-AS1,AGO2
SLC8A1-AS1,AGO3
SLC8A1-AS1,AGO4
SLC8A1-AS1,CELF4
SLC8A1-AS1,ELAVL3
SLC8A1-AS1,LARP4B
SLC8A1-AS1,MBNL2
SLC8A1-AS1,ELAVL2
SLC8A1-AS1,EWSR1
SLC8A1-AS1,RBMX
SLC8A1-AS1,SFPQ
SLC8A1-AS1,SRSF2
SNAI3-AS1,AGO2
SNAI3-AS1,AGO3
SNAI3-AS1,AGO4
SNAI3-AS1,MBNL2
SNAI3-AS1,SPPL3
SNAI3-AS1,RBFOX2
SNAI3-AS1,SFPQ
SNAP25-AS1,CELF4
SNAP25-AS1,ELAVL3
SNAP25-AS1,LARP4B
SNAP25-AS1,MBNL2
SNAP25-AS1,QKI
SNAP25-AS1,SPPL3
SNAP25-AS1,ELAVL2
SNAP25-AS1,EWSR1
SNAP25-AS1,RBMX
SNAP25-AS1,SFPQ
SNAP25-AS1,SRSF2
SNAP25-AS1,SSB
SNHG1,GSK3B
SNHG1,CCND2
SNHG1,CDH2
SNHG1,RAB11A
SNHG1,MTDH
SNHG1,CST3
SNHG1,RICTOR
SNHG1,DCLK1
SNHG1,MAPK6
SNHG1,XIAP
SNHG1,ADAM10
SNHG1,ROCK1
SNHG1,MIA3
SNHG1,BCL2
SNHG1,CDC42
SNHG1,AGO2
SNHG1,AGO3
SNHG1,AGO4
SNHG1,DDX3X
SNHG1,ELAVL1
SNHG1,HNRNPC
SNHG1,LARP4B
SNHG1,MBNL1
SNHG1,MBNL2
SNHG1,RC3H1
SNHG1,SPPL3
SNHG1,ZEB1
SNHG1,PTEN
SNHG1,MAPK1
SNHG1,LMO4
SNHG1,EWSR1
SNHG1,HDAC9
SNHG1,RBFOX2
SNHG1,RBM39
SNHG1,RBMX
SNHG1,SFPQ
SNHG1,SMARCA4
SNHG1,SRSF2
SNHG1,YTHDC1
SNHG14,PABPC1
SNHG14,KRAS
SNHG14,FBXO22
SNHG14,HMGB1
SNHG14,YWHAZ
SNHG14,EPHA7
SNHG14,UBE3A
SNHG14,WASL
SNHG14,STAT3
SNHG14,ZEB1
SNHG14,SKIL
SNHG14,KLF7
SNHG15,CDC42
SNHG15,RAB14
SNHG15,CDK6
SNHG15,ELAVL1
SNHG15,FTO
SNHG15,LARP4B
SNHG15,FOS
SNHG15,EGFR
SNHG15,CTNNB1
SNHG15,ZEB2
SNHG15,HDAC2
SNHG15,EWSR1
SNHG15,RBFOX2
SNHG15,RBMX
SNHG16,NRP1
SNHG16,TIMP3
SNHG16,ATG4B
SNHG16,BCL2
SNHG16,HMGB1
SNHG16,DKK3
SNHG16,ACIN1
SNHG16,ELAVL1
SNHG16,FBXW7
SNHG16,FTO
SNHG16,LARP4B
SNHG16,MBNL2
SNHG16,SPPL3
SNHG16,ZEB1
SNHG16,SMAD2
SNHG16,PIK3CA
SNHG16,HDAC2
SNHG16,SREBF2
SNHG16,EGFR
SNHG16,NFAT5
SNHG16,ETS2
SNHG16,EWSR1
SNHG16,NR3C1
SNHG16,RBFOX2
SNHG16,RBM39
SNHG16,RBMX
SNHG16,SFPQ
SNHG16,YTHDC1
SNHG17,NETO2
SNHG17,LRPPRC
SNHG17,ELAVL1
SNHG17,FTO
SNHG17,LARP4B
SNHG17,MBNL1
SNHG17,SPPL3
SNHG17,ELF1
SNHG17,ZEB2
SNHG17,E2F3
SNHG17,EWSR1
SNHG17,RBFOX2
SNHG17,RBM39
SNHG17,RBMX
SNHG17,SFPQ
SNHG17,SRSF2
SNHG17,YTHDC1
SNHG22,LGALS1
SNHG22,E2F3
SNHG5,GSK3B
SNHG5,STAU1
SNHG5,RNF38
SNHG5,BCL2
SNHG5,CELF4
SNHG5,DDX3X
SNHG5,ELAVL3
SNHG5,FTO
SNHG5,LARP4B
SNHG5,MBNL2
SNHG5,QKI
SNHG5,SPPL3
SNHG5,PTEN
SNHG5,CREB5
SNHG5,ZEB1
SNHG5,E2F3
SNHG5,ELAVL2
SNHG5,EWSR1
SNHG5,RBFOX2
SNHG5,RBM39
SNHG5,RBMX
SNHG5,SF1
SNHG5,SFPQ
SNHG5,SRSF2
SNHG5,SSB
SNHG5,YTHDC1
SNHG6,NUAK1
SNHG6,MAPK6
SNHG6,CDYL
SNHG6,VPS45
SNHG6,BCL2
SNHG6,LAMC1
SNHG6,WIPF1
SNHG6,LARP4B
SNHG6,MBNL2
SNHG6,RC3H1
SNHG6,RNMT
SNHG6,SPPL3
SNHG6,ZEB1
SNHG6,RSF1
SNHG6,LMO3
SNHG6,BMPR1B
SNHG6,EWSR1
SNHG6,RBFOX2
SNHG6,SFPQ
SNHG6,SRSF2
SNHG7,GALNT7
SNHG7,FAIM2
SNHG7,ELAVL1
SNHG7,RBM5
SNHG7,RPL4
SNHG7,ATG5
SNHG7,DDX3X
SNHG7,LARP4B
SNHG7,RC3H1
SNHG7,SPPL3
SNHG7,CTNNB1
SNHG7,STAT2
SNHG7,EWSR1
SNHG7,RBFOX2
SNHG7,RBM39
SNHG7,RBMX
SNHG7,SFPQ
SNHG8,CDK6
SNHG8,RECK
SNHG8,AGO2
SNHG8,AGO3
SNHG8,AGO4
SNHG8,LARP4B
SNHG8,MBNL2
SNHG8,SPPL3
SNHG8,EWSR1
SNHG8,HDAC9
SNHG8,RBFOX2
SNHG8,RBMX
SNHG8,SFPQ
SNHG8,SMARCA4
SNHG9,GSTP1
SNHG9,RBFOX2
SNHG9,SFPQ
SOX2-OT,HNRNPA2B1
SOX2-OT,AGO2
SOX2-OT,AGO3
SOX2-OT,AGO4
SOX2-OT,CELF4
SOX2-OT,ELAVL3
SOX2-OT,FTO
SOX2-OT,LARP4B
SOX2-OT,MBNL1
SOX2-OT,MBNL2
SOX2-OT,QKI
SOX2-OT,RNMT
SOX2-OT,SPPL3
SOX2-OT,ZEB2
SOX2-OT,AKT2
SOX2-OT,SOX5
SOX2-OT,PTEN
SOX2-OT,ELAVL2
SOX2-OT,EWSR1
SOX2-OT,HDAC9
SOX2-OT,RBFOX2
SOX2-OT,RBMX
SOX2-OT,SFPQ
SOX2-OT,SMARCA4
SOX2-OT,SRSF2
SOX2-OT,SSB
SOX2-OT,YTHDC1
SPANXA2-OT1,AGO2
SPANXA2-OT1,AGO3
SPANXA2-OT1,AGO4
SPANXA2-OT1,EWSR1
SPANXA2-OT1,SFPQ
ST7-AS2,FTO
ST7-AS2,LARP4B
ST7-AS2,MBNL2
ST7-AS2,QKI
ST7-AS2,SPPL3
ST7-AS2,EWSR1
ST7-AS2,SFPQ
ST7-AS2,YTHDC1
STARD13-AS,AGO2
STARD13-AS,AGO3
STARD13-AS,AGO4
STARD13-AS,FTO
STARD13-AS,QKI
STARD13-AS,SPPL3
STARD4-AS1,AGO2
STARD4-AS1,AGO3
STARD4-AS1,AGO4
STARD4-AS1,CELF4
STARD4-AS1,ELAVL3
STARD4-AS1,MBNL2
STARD4-AS1,SPPL3
STARD4-AS1,ELAVL2
STARD4-AS1,EWSR1
STARD4-AS1,RBFOX2
STARD4-AS1,SFPQ
STARD4-AS1,SMARCA4
STARD4-AS1,SRSF2
STARD4-AS1,SSB
STEAP2-AS1,AGO2
STEAP2-AS1,AGO3
STEAP2-AS1,AGO4
STEAP2-AS1,CELF4
STEAP2-AS1,DDX3X
STEAP2-AS1,ELAVL3
STEAP2-AS1,LARP4B
STEAP2-AS1,MBNL2
STEAP2-AS1,SPPL3
STEAP2-AS1,ELAVL2
STEAP2-AS1,HDAC9
STEAP2-AS1,SFPQ
STEAP2-AS1,SMARCA4
STT3A-AS1,AGO2
STT3A-AS1,AGO3
STT3A-AS1,AGO4
STT3A-AS1,FTO
STT3A-AS1,LARP4B
STT3A-AS1,MBNL2
STT3A-AS1,QKI
STT3A-AS1,RC3H1
STT3A-AS1,SPPL3
STT3A-AS1,EWSR1
STT3A-AS1,HDAC9
STT3A-AS1,RBMX
STT3A-AS1,SMARCA4
STT3A-AS1,SRSF2
STT3A-AS1,YTHDC1
STX18-AS1,AGO2
STX18-AS1,AGO3
STX18-AS1,AGO4
STX18-AS1,FTO
STX18-AS1,MBNL2
STX18-AS1,QKI
STX18-AS1,SPPL3
STX18-AS1,EWSR1
STX18-AS1,HDAC9
STX18-AS1,RBMX
STX18-AS1,SFPQ
STX18-AS1,SMARCA4
STXBP5-AS1,AGO2
STXBP5-AS1,AGO3
STXBP5-AS1,AGO4
STXBP5-AS1,CELF4
STXBP5-AS1,DDX3X
STXBP5-AS1,ELAVL3
STXBP5-AS1,FTO
STXBP5-AS1,MBNL2
STXBP5-AS1,SPPL3
STXBP5-AS1,PTEN
STXBP5-AS1,ELAVL2
STXBP5-AS1,EWSR1
STXBP5-AS1,HDAC9
